,GEOID,PVI,Formatted_District,state_fips,state,Senate Pred Dem Adjusted,Senate Pred GOP Adjusted
1924,610U800US56014,-29.56445200201145,WY-Sen-14,56,WY,0,1
1925,610U800US56015,-29.77693726035031,WY-Sen-15,56,WY,0,1
1926,610U800US56016,-2.8575561173099047,WY-Sen-16,56,WY,0,1
1927,610U800US56017,9.195931983619417,WY-Sen-17,56,WY,1,0
1928,610U800US56018,-11.712526815187399,WY-Sen-18,56,WY,0,1
1929,610U800US56019,-22.30110072914282,WY-Sen-19,56,WY,0,1
1930,610U800US56020,-22.709842095831082,WY-Sen-20,56,WY,0,1
1931,610U800US56021,-5.300751572797765,WY-Sen-21,56,WY,0,1
1932,610U800US56022,-28.23609297141637,WY-Sen-22,56,WY,0,1
1933,610U800US56023,-56.96250276800477,WY-Sen-23,56,WY,0,1
1934,610U800US56024,-45.242350990861965,WY-Sen-24,56,WY,0,1
1935,610U800US56025,0.14406336176825718,WY-Sen-25,56,WY,1,0
1936,610U800US56026,-16.94303579946516,WY-Sen-26,56,WY,0,1
1937,610U800US56027,-19.618506762864907,WY-Sen-27,56,WY,0,1
1938,610U800US56028,-6.136256770200211,WY-Sen-28,56,WY,0,1
1939,610U800US56029,-21.989386727531407,WY-Sen-29,56,WY,0,1
1940,610U800US56030,-37.60980875951923,WY-Sen-30,56,WY,0,1
1941,610U800US56031,-15.042160130475793,WY-Sen-31,56,WY,0,1
