,GEOID,PVI,Formatted_District,state_fips,state,Senate Pred Dem Adjusted,Senate Pred GOP Adjusted
0,610U800US0200A,-9.68508206319474,"State Senate District A (2022), Alaska",02,AK,0,1
1,610U800US0200B,6.18688066619141,"State Senate District B (2022), Alaska",02,AK,1,0
2,610U800US0200C,-3.1919456332895866,"State Senate District C (2022), Alaska",02,AK,0,1
3,610U800US0200D,-22.635338380883272,"State Senate District D (2022), Alaska",02,AK,0,1
4,610U800US0200E,4.823057699653019,"State Senate District E (2022), Alaska",02,AK,1,0
5,610U800US0200F,1.524090090202808,"State Senate District F (2022), Alaska",02,AK,1,0
6,610U800US0200G,0.06811215619103272,"State Senate District G (2022), Alaska",02,AK,1,0
7,610U800US0200H,-2.7521429242940947,"State Senate District H (2022), Alaska",02,AK,0,1
8,610U800US0200I,14.371795360891111,"State Senate District I (2022), Alaska",02,AK,1,0
9,610U800US0200J,20.299702775436792,"State Senate District J (2022), Alaska",02,AK,1,0
10,610U800US0200K,4.06456374364403,"State Senate District K (2022), Alaska",02,AK,1,0
11,610U800US0200L,-17.87862008426277,"State Senate District L (2022), Alaska",02,AK,0,1
12,610U800US0200M,-21.792576894518945,"State Senate District M (2022), Alaska",02,AK,0,1
13,610U800US0200N,-24.04438319913484,"State Senate District N (2022), Alaska",02,AK,0,1
14,610U800US0200O,-11.109221397166305,"State Senate District O (2022), Alaska",02,AK,0,1
15,610U800US0200P,-23.695809646687454,"State Senate District P (2022), Alaska",02,AK,0,1
16,610U800US0200Q,-20.96624179339341,"State Senate District Q (2022), Alaska",02,AK,0,1
17,610U800US0200R,-0.9433363402725234,"State Senate District R (2022), Alaska",02,AK,0,1
18,610U800US0200S,24.01034063483295,"State Senate District S (2022), Alaska",02,AK,1,0
19,610U800US0200T,22.373751376082428,"State Senate District T (2022), Alaska",02,AK,1,0
20,610U800US01001,-21.444726634353056,AL-Sen-01,01,AL,0,1
21,610U800US01002,-2.755100480345517,AL-Sen-02,01,AL,0,1
22,610U800US01003,-18.1066624890125,AL-Sen-03,01,AL,0,1
23,610U800US01004,-31.609659580062377,AL-Sen-04,01,AL,0,1
24,610U800US01005,-35.58805227492429,AL-Sen-05,01,AL,0,1
25,610U800US01006,-25.39770857222158,AL-Sen-06,01,AL,0,1
26,610U800US01007,-3.031427634015337,AL-Sen-07,01,AL,0,1
27,610U800US01008,-22.877884818266775,AL-Sen-08,01,AL,0,1
28,610U800US01009,-25.386093723201004,AL-Sen-09,01,AL,0,1
29,610U800US01010,-20.750517976301804,AL-Sen-10,01,AL,0,1
30,610U800US01011,-23.639832986497485,AL-Sen-11,01,AL,0,1
31,610U800US01012,-12.934532304223477,AL-Sen-12,01,AL,0,1
32,610U800US01013,-16.424010238626874,AL-Sen-13,01,AL,0,1
33,610U800US01014,-19.946762484191684,AL-Sen-14,01,AL,0,1
34,610U800US01015,-14.136787608557029,AL-Sen-15,01,AL,0,1
35,610U800US01016,-8.751649329819978,AL-Sen-16,01,AL,0,1
36,610U800US01017,-30.897839363585334,AL-Sen-17,01,AL,0,1
37,610U800US01018,25.141704537557253,AL-Sen-18,01,AL,1,0
38,610U800US01019,12.921478930465994,AL-Sen-19,01,AL,1,0
39,610U800US01020,20.680962572063244,AL-Sen-20,01,AL,1,0
40,610U800US01021,-4.515491916004116,AL-Sen-21,01,AL,0,1
41,610U800US01022,-19.362707410237142,AL-Sen-22,01,AL,0,1
42,610U800US01023,1.4471495116319542,AL-Sen-23,01,AL,1,0
43,610U800US01024,1.9553201455976073,AL-Sen-24,01,AL,1,0
44,610U800US01025,-13.839292133194117,AL-Sen-25,01,AL,0,1
45,610U800US01026,25.843760011109367,AL-Sen-26,01,AL,1,0
46,610U800US01027,-1.9920138639556217,AL-Sen-27,01,AL,0,1
47,610U800US01028,6.907189798145913,AL-Sen-28,01,AL,1,0
48,610U800US01029,-24.193883613776993,AL-Sen-29,01,AL,0,1
49,610U800US01030,-17.309760002649835,AL-Sen-30,01,AL,0,1
50,610U800US01031,-19.601238409350085,AL-Sen-31,01,AL,0,1
51,610U800US01032,-18.76316357174744,AL-Sen-32,01,AL,0,1
52,610U800US01033,21.123249600415846,AL-Sen-33,01,AL,1,0
53,610U800US01034,-11.759257382968347,AL-Sen-34,01,AL,0,1
54,610U800US01035,-22.639686206003898,AL-Sen-35,01,AL,0,1
55,610U800US05001,-25.646459656079482,AR-Sen-01,05,AR,0,1
56,610U800US05002,-21.000972346056678,AR-Sen-02,05,AR,0,1
57,610U800US05003,-14.63710543265761,AR-Sen-03,05,AR,0,1
58,610U800US05004,-9.672193691485989,AR-Sen-04,05,AR,0,1
59,610U800US05005,-31.059598174773832,AR-Sen-05,05,AR,0,1
60,610U800US05006,-12.377470088725747,AR-Sen-06,05,AR,0,1
61,610U800US05007,-29.98659150478408,AR-Sen-07,05,AR,0,1
62,610U800US05008,1.3238323838413137,AR-Sen-08,05,AR,1,0
63,610U800US05009,7.009676224180989,AR-Sen-09,05,AR,1,0
64,610U800US05010,-23.487459554900756,AR-Sen-10,05,AR,0,1
65,610U800US05011,-21.64291380780725,AR-Sen-11,05,AR,0,1
66,610U800US05012,14.860848354110209,AR-Sen-12,05,AR,1,0
67,610U800US05013,-9.929079698884696,AR-Sen-13,05,AR,0,1
68,610U800US05014,4.8423908605329995,AR-Sen-14,05,AR,1,0
69,610U800US05015,25.61237650948209,AR-Sen-15,05,AR,1,0
70,610U800US05016,-19.38257706352981,AR-Sen-16,05,AR,0,1
71,610U800US05017,-6.574641339731235,AR-Sen-17,05,AR,0,1
72,610U800US05018,-27.54194213484699,AR-Sen-18,05,AR,0,1
73,610U800US05019,-21.963506354457948,AR-Sen-19,05,AR,0,1
74,610U800US05020,-11.721476796988838,AR-Sen-20,05,AR,0,1
75,610U800US05021,-25.372860557266737,AR-Sen-21,05,AR,0,1
76,610U800US05022,-26.9566005179148,AR-Sen-22,05,AR,0,1
77,610U800US05023,-18.72853753919104,AR-Sen-23,05,AR,0,1
78,610U800US05024,-25.69601375746979,AR-Sen-24,05,AR,0,1
79,610U800US05025,-22.888167294632478,AR-Sen-25,05,AR,0,1
80,610U800US05026,-25.704376316547762,AR-Sen-26,05,AR,0,1
81,610U800US05027,-4.80761617641225,AR-Sen-27,05,AR,0,1
82,610U800US05028,-21.89405355843789,AR-Sen-28,05,AR,0,1
83,610U800US05029,-26.63500266121312,AR-Sen-29,05,AR,0,1
84,610U800US05030,6.874284780853693,AR-Sen-30,05,AR,1,0
85,610U800US05031,7.7339265284413194,AR-Sen-31,05,AR,1,0
86,610U800US05032,-11.50936186105448,AR-Sen-32,05,AR,0,1
87,610U800US05033,-15.286898852669186,AR-Sen-33,05,AR,0,1
88,610U800US05034,-17.18267256008846,AR-Sen-34,05,AR,0,1
89,610U800US05035,-22.193752089080885,AR-Sen-35,05,AR,0,1
90,610U800US04001,-11.578437267524446,AZ-Sen-01,04,AZ,0,1
91,610U800US04002,-3.727200201736766,AZ-Sen-02,04,AZ,0,1
92,610U800US04003,-4.328219955553175,AZ-Sen-03,04,AZ,0,1
93,610U800US04004,6.111082393656635,AZ-Sen-04,04,AZ,1,0
94,610U800US04005,20.577483135143947,AZ-Sen-05,04,AZ,1,0
95,610U800US04006,17.458474733790958,AZ-Sen-06,04,AZ,1,0
96,610U800US04007,-4.883126978555211,AZ-Sen-07,04,AZ,0,1
97,610U800US04008,18.274665387570458,AZ-Sen-08,04,AZ,1,0
98,610U800US04009,5.226570515209426,AZ-Sen-09,04,AZ,1,0
99,610U800US04010,-11.409446615782706,AZ-Sen-10,04,AZ,0,1
100,610U800US04011,17.915336637741593,AZ-Sen-11,04,AZ,1,0
101,610U800US04012,-4.54939606280297,AZ-Sen-12,04,AZ,0,1
102,610U800US04013,-2.6871019458534136,AZ-Sen-13,04,AZ,0,1
103,610U800US04014,-8.44696151498644,AZ-Sen-14,04,AZ,0,1
104,610U800US04015,-15.694160578005846,AZ-Sen-15,04,AZ,0,1
105,610U800US04016,-0.7565485183216545,AZ-Sen-16,04,AZ,0,1
106,610U800US04017,-6.374604303835435,AZ-Sen-17,04,AZ,0,1
107,610U800US04018,3.2424227834421484,AZ-Sen-18,04,AZ,1,0
108,610U800US04019,-10.15215439904696,AZ-Sen-19,04,AZ,0,1
109,610U800US04020,24.40015182582972,AZ-Sen-20,04,AZ,1,0
110,610U800US04021,12.446756953558184,AZ-Sen-21,04,AZ,1,0
111,610U800US04022,8.880455940236706,AZ-Sen-22,04,AZ,1,0
112,610U800US04023,-0.9058962269787898,AZ-Sen-23,04,AZ,0,1
113,610U800US04024,13.402334154272655,AZ-Sen-24,04,AZ,1,0
114,610U800US04025,-15.80086865616849,AZ-Sen-25,04,AZ,0,1
115,610U800US04026,20.70122372796022,AZ-Sen-26,04,AZ,1,0
116,610U800US04027,-5.595736410294499,AZ-Sen-27,04,AZ,0,1
117,610U800US04028,-11.843082955196785,AZ-Sen-28,04,AZ,0,1
118,610U800US04029,-4.938688266484213,AZ-Sen-29,04,AZ,0,1
119,610U800US04030,-15.815537952498243,AZ-Sen-30,04,AZ,0,1
120,610U800US06001,-5.349581388704442,CA-Sen-01,06,CA,0,1
121,610U800US06002,10.80166405640654,CA-Sen-02,06,CA,1,0
122,610U800US06003,7.910006009338694,CA-Sen-03,06,CA,1,0
123,610U800US06004,-3.5420636082277355,CA-Sen-04,06,CA,0,1
124,610U800US06005,5.268767100044389,CA-Sen-05,06,CA,1,0
125,610U800US06006,-0.26279223916337635,CA-Sen-06,06,CA,0,1
126,610U800US06007,36.16778897558662,CA-Sen-07,06,CA,1,0
127,610U800US06008,16.786344818345206,CA-Sen-08,06,CA,1,0
128,610U800US06009,14.36232314481874,CA-Sen-09,06,CA,1,0
129,610U800US06010,24.309814378705333,CA-Sen-10,06,CA,1,0
130,610U800US06011,35.46812099761237,CA-Sen-11,06,CA,1,0
131,610U800US06012,-10.918861056184724,CA-Sen-12,06,CA,0,1
132,610U800US06013,26.44455175102405,CA-Sen-13,06,CA,1,0
133,610U800US06014,3.6228587601375835,CA-Sen-14,06,CA,1,0
134,610U800US06015,21.129535984044637,CA-Sen-15,06,CA,1,0
135,610U800US06016,-1.3574284291167693,CA-Sen-16,06,CA,0,1
136,610U800US06017,12.253537509364838,CA-Sen-17,06,CA,1,0
137,610U800US06018,14.087245913622363,CA-Sen-18,06,CA,1,0
138,610U800US06019,-1.5484281942082916,CA-Sen-19,06,CA,0,1
139,610U800US06020,22.693719698457322,CA-Sen-20,06,CA,1,0
140,610U800US06021,7.845562410643483,CA-Sen-21,06,CA,1,0
141,610U800US06022,12.9383958433753,CA-Sen-22,06,CA,1,0
142,610U800US06023,-1.2103272726425498,CA-Sen-23,06,CA,0,1
143,610U800US06024,20.989724474087893,CA-Sen-24,06,CA,1,0
144,610U800US06025,12.684558795703447,CA-Sen-25,06,CA,1,0
145,610U800US06026,33.94749647904306,CA-Sen-26,06,CA,1,0
146,610U800US06027,12.008958772661748,CA-Sen-27,06,CA,1,0
147,610U800US06028,40.21093704382841,CA-Sen-28,06,CA,1,0
148,610U800US06029,10.344051024645001,CA-Sen-29,06,CA,1,0
149,610U800US06030,12.214636532456131,CA-Sen-30,06,CA,1,0
150,610U800US06031,8.999222878791297,CA-Sen-31,06,CA,1,0
151,610U800US06032,-6.66933183450371,CA-Sen-32,06,CA,0,1
152,610U800US06033,25.95994733201446,CA-Sen-33,06,CA,1,0
153,610U800US06034,12.923879765628675,CA-Sen-34,06,CA,1,0
154,610U800US06035,27.804028114349173,CA-Sen-35,06,CA,1,0
155,610U800US06036,3.2125490559245446,CA-Sen-36,06,CA,1,0
156,610U800US06037,6.063037620386783,CA-Sen-37,06,CA,1,0
157,610U800US06038,7.086686640583908,CA-Sen-38,06,CA,1,0
158,610U800US06039,17.517364380884764,CA-Sen-39,06,CA,1,0
159,610U800US06040,5.091029405009962,CA-Sen-40,06,CA,1,0
160,610U800US08001,-22.305193988020395,CO-Sen-01,08,CO,0,1
161,610U800US08002,0.6290067212806463,CO-Sen-02,08,CO,1,0
162,610U800US08003,-3.3897072780882507,CO-Sen-03,08,CO,0,1
163,610U800US08004,-7.41899808218267,CO-Sen-04,08,CO,0,1
164,610U800US08005,-8.073996864310066,CO-Sen-05,08,CO,0,1
165,610U800US08006,-6.646174637309668,CO-Sen-06,08,CO,0,1
166,610U800US08007,-19.125592637234647,CO-Sen-07,08,CO,0,1
167,610U800US08008,-4.169863941219283,CO-Sen-08,08,CO,0,1
168,610U800US08009,-1.6305282012254523,CO-Sen-09,08,CO,0,1
169,610U800US08010,-4.356062140880329,CO-Sen-10,08,CO,0,1
170,610U800US08011,4.950258474483785,CO-Sen-11,08,CO,1,0
171,610U800US08012,-7.177511715141465,CO-Sen-12,08,CO,0,1
172,610U800US08013,-7.752310105583691,CO-Sen-13,08,CO,0,1
173,610U800US08014,13.547456810983086,CO-Sen-14,08,CO,1,0
174,610U800US08015,-2.8459642358439012,CO-Sen-15,08,CO,0,1
175,610U800US08016,2.091067549129175,CO-Sen-16,08,CO,1,0
176,610U800US08017,3.1851953511700493,CO-Sen-17,08,CO,1,0
177,610U800US08018,31.046352072086947,CO-Sen-18,08,CO,1,0
178,610U800US08019,-4.865299474258498,CO-Sen-19,08,CO,0,1
179,610U800US08020,-0.430529362171459,CO-Sen-20,08,CO,0,1
180,610U800US08021,-3.2329231401597003,CO-Sen-21,08,CO,0,1
181,610U800US08022,5.108622526781582,CO-Sen-22,08,CO,1,0
182,610U800US08023,-11.714617865724037,CO-Sen-23,08,CO,0,1
183,610U800US08024,-1.9478757338629062,CO-Sen-24,08,CO,0,1
184,610U800US08025,-2.44443491050548,CO-Sen-25,08,CO,0,1
185,610U800US08026,8.450066952022414,CO-Sen-26,08,CO,1,0
186,610U800US08027,2.312628981787887,CO-Sen-27,08,CO,1,0
187,610U800US08028,8.346005092188745,CO-Sen-28,08,CO,1,0
188,610U800US08029,7.589897666028509,CO-Sen-29,08,CO,1,0
189,610U800US08030,-0.2880761700709442,CO-Sen-30,08,CO,0,1
190,610U800US08031,37.84807572211457,CO-Sen-31,08,CO,1,0
191,610U800US08032,18.70135630121876,CO-Sen-32,08,CO,1,0
192,610U800US08033,19.90647375488405,CO-Sen-33,08,CO,1,0
193,610U800US08034,26.68419610046711,CO-Sen-34,08,CO,1,0
194,610U800US08035,-12.925616323753939,CO-Sen-35,08,CO,0,1
195,610U800US09001,35.62295828354777,CT-Sen-01,09,CT,1,0
196,610U800US09002,35.07014252564879,CT-Sen-02,09,CT,1,0
197,610U800US09003,22.385618785254266,CT-Sen-03,09,CT,1,0
198,610U800US09004,11.431987309810632,CT-Sen-04,09,CT,1,0
199,610U800US09005,12.108322552021072,CT-Sen-05,09,CT,1,0
200,610U800US09006,21.94977079499571,CT-Sen-06,09,CT,1,0
201,610U800US09007,1.9692550576851513,CT-Sen-07,09,CT,1,0
202,610U800US09008,-0.9125535803074563,CT-Sen-08,09,CT,0,1
203,610U800US09009,7.805473300835256,CT-Sen-09,09,CT,1,0
204,610U800US09010,43.627952136200115,CT-Sen-10,09,CT,1,0
205,610U800US09011,34.544951467356476,CT-Sen-11,09,CT,1,0
206,610U800US09012,-7.180941618118963,CT-Sen-12,09,CT,0,1
207,610U800US09013,5.243772820715053,CT-Sen-13,09,CT,1,0
208,610U800US09014,-0.7197200075767451,CT-Sen-14,09,CT,0,1
209,610U800US09015,22.344096742975093,CT-Sen-15,09,CT,1,0
210,610U800US09016,-2.037302673032533,CT-Sen-16,09,CT,0,1
211,610U800US09017,11.880296377109701,CT-Sen-17,09,CT,1,0
212,610U800US09018,4.47618731391106,CT-Sen-18,09,CT,1,0
213,610U800US09019,0.35308161736488763,CT-Sen-19,09,CT,1,0
214,610U800US09020,9.770802866495547,CT-Sen-20,09,CT,1,0
215,610U800US09021,-1.1682559875732093,CT-Sen-21,09,CT,0,1
216,610U800US09022,17.553252360765967,CT-Sen-22,09,CT,1,0
217,610U800US09023,38.773463192534905,CT-Sen-23,09,CT,1,0
218,610U800US09024,13.154448728538554,CT-Sen-24,09,CT,1,0
219,610U800US09025,12.171051922689834,CT-Sen-25,09,CT,1,0
220,610U800US09026,9.358089162286323,CT-Sen-26,09,CT,1,0
221,610U800US09027,14.803821269150282,CT-Sen-27,09,CT,1,0
222,610U800US09028,7.866813967563793,CT-Sen-28,09,CT,1,0
223,610U800US09029,17.27797790316091,CT-Sen-29,09,CT,1,0
224,610U800US09030,1.2910032024377003,CT-Sen-30,09,CT,1,0
225,610U800US09031,3.281263130034479,CT-Sen-31,09,CT,1,0
226,610U800US09032,-3.7767486608474297,CT-Sen-32,09,CT,0,1
227,610U800US09033,1.788843012732002,CT-Sen-33,09,CT,1,0
228,610U800US09034,-6.431138869132534,CT-Sen-34,09,CT,0,1
229,610U800US09035,2.6247226479883126,CT-Sen-35,09,CT,1,0
230,610U800US09036,8.840296732020049,CT-Sen-36,09,CT,1,0
231,610U800US10001,17.97144365542196,DE-Sen-01,10,DE,1,0
232,610U800US10002,34.64423301446254,DE-Sen-02,10,DE,1,0
233,610U800US10003,36.01315067504901,DE-Sen-03,10,DE,1,0
234,610U800US10004,0.991863394857436,DE-Sen-04,10,DE,1,0
235,610U800US10005,4.818317973649798,DE-Sen-05,10,DE,1,0
236,610U800US10006,-7.084875508691498,DE-Sen-06,10,DE,0,1
237,610U800US10007,-7.568821540646342,DE-Sen-07,10,DE,0,1
238,610U800US10008,20.6767655024399,DE-Sen-08,10,DE,1,0
239,610U800US10009,3.081586502932191,DE-Sen-09,10,DE,1,0
240,610U800US10010,0.09299476362604331,DE-Sen-10,10,DE,1,0
241,610U800US10011,11.117521760195238,DE-Sen-11,10,DE,1,0
242,610U800US10012,1.6180020688649748,DE-Sen-12,10,DE,1,0
243,610U800US10013,16.635239270374242,DE-Sen-13,10,DE,1,0
244,610U800US10014,2.115645951243053,DE-Sen-14,10,DE,1,0
245,610U800US10015,-9.968287253163467,DE-Sen-15,10,DE,0,1
246,610U800US10016,-3.7143371090831856,DE-Sen-16,10,DE,0,1
247,610U800US10017,21.744651239767393,DE-Sen-17,10,DE,1,0
248,610U800US10018,1.0527684803092665,DE-Sen-18,10,DE,1,0
249,610U800US10019,-6.341014067053434,DE-Sen-19,10,DE,0,1
250,610U800US10020,-10.010146357479968,DE-Sen-20,10,DE,0,1
251,610U800US10021,-8.319235980187633,DE-Sen-21,10,DE,0,1
252,610U800US12001,-7.56456994873354,FL-Sen-01,12,FL,0,1
253,610U800US12002,-18.114265566760547,FL-Sen-02,12,FL,0,1
254,610U800US12003,1.813548011180007,FL-Sen-03,12,FL,1,0
255,610U800US12004,-6.924499135687585,FL-Sen-04,12,FL,0,1
256,610U800US12005,11.917836274980315,FL-Sen-05,12,FL,1,0
257,610U800US12006,-10.211032974491136,FL-Sen-06,12,FL,0,1
258,610U800US12007,-13.109143230943609,FL-Sen-07,12,FL,0,1
259,610U800US12008,-8.214445400482573,FL-Sen-08,12,FL,0,1
260,610U800US12009,-8.07962184306484,FL-Sen-09,12,FL,0,1
261,610U800US12010,-2.6660321817385757,FL-Sen-10,12,FL,0,1
262,610U800US12011,-18.42292274622493,FL-Sen-11,12,FL,0,1
263,610U800US12012,-7.16637605746711,FL-Sen-12,12,FL,0,1
264,610U800US12013,-13.471613299797593,FL-Sen-13,12,FL,0,1
265,610U800US12014,-0.4886057114536069,FL-Sen-14,12,FL,0,1
266,610U800US12015,15.30412085865039,FL-Sen-15,12,FL,1,0
267,610U800US12016,17.270548755835918,FL-Sen-16,12,FL,1,0
268,610U800US12017,6.572785524359561,FL-Sen-17,12,FL,1,0
269,610U800US12018,-2.9698779470125842,FL-Sen-18,12,FL,0,1
270,610U800US12019,-8.944283482267343,FL-Sen-19,12,FL,0,1
271,610U800US12020,-6.530936498657274,FL-Sen-20,12,FL,0,1
272,610U800US12021,-6.898525467914242,FL-Sen-21,12,FL,0,1
273,610U800US12022,-9.248442610443396,FL-Sen-22,12,FL,0,1
274,610U800US12023,-11.129922506370054,FL-Sen-23,12,FL,0,1
275,610U800US12024,12.134730360485984,FL-Sen-24,12,FL,1,0
276,610U800US12025,2.6289441284132544,FL-Sen-25,12,FL,1,0
277,610U800US12026,-0.008767935618060108,FL-Sen-26,12,FL,0,1
278,610U800US12027,-15.966458321138202,FL-Sen-27,12,FL,0,1
279,610U800US12028,-5.916570703421497,FL-Sen-28,12,FL,0,1
280,610U800US12029,-9.23898119484822,FL-Sen-29,12,FL,0,1
281,610U800US12030,2.229732087623759,FL-Sen-30,12,FL,1,0
282,610U800US12031,-12.977904972049796,FL-Sen-31,12,FL,0,1
283,610U800US12032,24.11054038674125,FL-Sen-32,12,FL,1,0
284,610U800US12033,-9.262587009030367,FL-Sen-33,12,FL,0,1
285,610U800US12034,28.23549373737703,FL-Sen-34,12,FL,1,0
286,610U800US12035,2.682919422072738,FL-Sen-35,12,FL,1,0
287,610U800US12036,9.301992304440397,FL-Sen-36,12,FL,1,0
288,610U800US12037,6.74695608825756,FL-Sen-37,12,FL,1,0
289,610U800US12038,1.3958917622618348,FL-Sen-38,12,FL,1,0
290,610U800US12039,-3.1037531406747085,FL-Sen-39,12,FL,0,1
291,610U800US12040,-6.427225244840093,FL-Sen-40,12,FL,0,1
292,610U800US13001,-5.228577987805732,GA-Sen-01,13,GA,0,1
293,610U800US13002,25.07559104280105,GA-Sen-02,13,GA,1,0
294,610U800US13003,-7.017540045970579,GA-Sen-03,13,GA,0,1
295,610U800US13004,-12.408110615159263,GA-Sen-04,13,GA,0,1
296,610U800US13005,15.125818348326334,GA-Sen-05,13,GA,1,0
297,610U800US13006,15.08722499711909,GA-Sen-06,13,GA,1,0
298,610U800US13007,1.345447266329483,GA-Sen-07,13,GA,1,0
299,610U800US13008,-9.064393901604655,GA-Sen-08,13,GA,0,1
300,610U800US13009,5.427823205668645,GA-Sen-09,13,GA,1,0
301,610U800US13010,25.80124858203753,GA-Sen-10,13,GA,1,0
302,610U800US13011,-10.72258764043595,GA-Sen-11,13,GA,0,1
303,610U800US13012,13.650573498595246,GA-Sen-12,13,GA,1,0
304,610U800US13013,-15.666520831554045,GA-Sen-13,13,GA,0,1
305,610U800US13014,13.299429523699628,GA-Sen-14,13,GA,1,0
306,610U800US13015,11.483490290595794,GA-Sen-15,13,GA,1,0
307,610U800US13016,-10.612049354966967,GA-Sen-16,13,GA,0,1
308,610U800US13017,-9.782493063821661,GA-Sen-17,13,GA,0,1
309,610U800US13018,-6.819914948117878,GA-Sen-18,13,GA,0,1
310,610U800US13019,-16.354354219630434,GA-Sen-19,13,GA,0,1
311,610U800US13020,-13.762879597239454,GA-Sen-20,13,GA,0,1
312,610U800US13021,-9.181965008357794,GA-Sen-21,13,GA,0,1
313,610U800US13022,24.924364864807334,GA-Sen-22,13,GA,1,0
314,610U800US13023,-9.29395166757505,GA-Sen-23,13,GA,0,1
315,610U800US13024,-13.077492809571453,GA-Sen-24,13,GA,0,1
316,610U800US13025,-6.534787797473902,GA-Sen-25,13,GA,0,1
317,610U800US13026,9.504343768696534,GA-Sen-26,13,GA,1,0
318,610U800US13027,-10.53504092020125,GA-Sen-27,13,GA,0,1
319,610U800US13028,-10.936877462483803,GA-Sen-28,13,GA,0,1
320,610U800US13029,-8.774527654044695,GA-Sen-29,13,GA,0,1
321,610U800US13030,-16.815086394720478,GA-Sen-30,13,GA,0,1
322,610U800US13031,-16.78157693391144,GA-Sen-31,13,GA,0,1
323,610U800US13032,-9.446843305060424,GA-Sen-32,13,GA,0,1
324,610U800US13033,20.003992639196433,GA-Sen-33,13,GA,1,0
325,610U800US13034,29.655276978546723,GA-Sen-34,13,GA,1,0
326,610U800US13035,24.36144326122212,GA-Sen-35,13,GA,1,0
327,610U800US13036,43.627171925598645,GA-Sen-36,13,GA,1,0
328,610U800US13037,-6.17931984137226,GA-Sen-37,13,GA,0,1
329,610U800US13038,29.24430118616517,GA-Sen-38,13,GA,1,0
330,610U800US13039,46.87704271829825,GA-Sen-39,13,GA,1,0
331,610U800US13040,18.915728994097368,GA-Sen-40,13,GA,1,0
332,610U800US13041,34.77678519478994,GA-Sen-41,13,GA,1,0
333,610U800US13042,25.852173283443385,GA-Sen-42,13,GA,1,0
334,610U800US13043,19.85418080954737,GA-Sen-43,13,GA,1,0
335,610U800US13044,30.555337602257474,GA-Sen-44,13,GA,1,0
336,610U800US13045,-5.638578587727219,GA-Sen-45,13,GA,0,1
337,610U800US13046,-6.006741138547204,GA-Sen-46,13,GA,0,1
338,610U800US13047,-4.982541465669581,GA-Sen-47,13,GA,0,1
339,610U800US13048,0.15832632278760705,GA-Sen-48,13,GA,1,0
340,610U800US13049,-10.24422431200112,GA-Sen-49,13,GA,0,1
341,610U800US13050,-23.11147756656185,GA-Sen-50,13,GA,0,1
342,610U800US13051,-23.193501045976642,GA-Sen-51,13,GA,0,1
343,610U800US13052,-19.555099015852356,GA-Sen-52,13,GA,0,1
344,610U800US13053,-19.263500812825818,GA-Sen-53,13,GA,0,1
345,610U800US13054,-18.752453551107507,GA-Sen-54,13,GA,0,1
346,610U800US13055,22.80734881872035,GA-Sen-55,13,GA,1,0
347,610U800US13056,-5.8757217400053925,GA-Sen-56,13,GA,0,1
348,610U800US15001,14.873928654181615,HI-Sen-01,15,HI,1,0
349,610U800US15002,4.695768923218239,HI-Sen-02,15,HI,1,0
350,610U800US15003,5.789978380558249,HI-Sen-03,15,HI,1,0
351,610U800US15004,10.464405388661252,HI-Sen-04,15,HI,1,0
352,610U800US15005,14.781405575853425,HI-Sen-05,15,HI,1,0
353,610U800US15006,12.059619875178534,HI-Sen-06,15,HI,1,0
354,610U800US15007,4.155632916039387,HI-Sen-07,15,HI,1,0
355,610U800US15008,11.599666106115276,HI-Sen-08,15,HI,1,0
356,610U800US15009,15.509066462541723,HI-Sen-09,15,HI,1,0
357,610U800US15010,30.882549930289162,HI-Sen-10,15,HI,1,0
358,610U800US15011,38.13423506120736,HI-Sen-11,15,HI,1,0
359,610U800US15012,21.06855656666439,HI-Sen-12,15,HI,1,0
360,610U800US15013,23.85758344952308,HI-Sen-13,15,HI,1,0
361,610U800US15014,34.041404317169935,HI-Sen-14,15,HI,1,0
362,610U800US15015,11.811394183763301,HI-Sen-15,15,HI,1,0
363,610U800US15016,13.878321989259272,HI-Sen-16,15,HI,1,0
364,610U800US15017,16.721120008573504,HI-Sen-17,15,HI,1,0
365,610U800US15018,12.115051827667452,HI-Sen-18,15,HI,1,0
366,610U800US15019,21.437934090150065,HI-Sen-19,15,HI,1,0
367,610U800US15020,10.888126498175348,HI-Sen-20,15,HI,1,0
368,610U800US15021,9.65749811226491,HI-Sen-21,15,HI,1,0
369,610U800US15022,34.7435105592033,HI-Sen-22,15,HI,1,0
370,610U800US15023,11.262676434214033,HI-Sen-23,15,HI,1,0
371,610U800US15024,10.643523316546307,HI-Sen-24,15,HI,1,0
372,610U800US15025,15.275892387195443,HI-Sen-25,15,HI,1,0
373,610U800US19001,11.130076389252185,IA-Sen-01,19,IA,1,0
374,610U800US19002,-19.589744838727054,IA-Sen-02,19,IA,0,1
375,610U800US19003,-12.488064422472846,IA-Sen-03,19,IA,0,1
376,610U800US19004,-22.008375581083722,IA-Sen-04,19,IA,0,1
377,610U800US19005,-19.61375688192339,IA-Sen-05,19,IA,0,1
378,610U800US19006,-23.38409336072309,IA-Sen-06,19,IA,0,1
379,610U800US19007,-15.962498924402077,IA-Sen-07,19,IA,0,1
380,610U800US19008,-21.53857691366363,IA-Sen-08,19,IA,0,1
381,610U800US19009,-19.60327879106727,IA-Sen-09,19,IA,0,1
382,610U800US19010,2.7072128829813855,IA-Sen-10,19,IA,1,0
383,610U800US19011,-17.09186932047482,IA-Sen-11,19,IA,0,1
384,610U800US19012,-21.705005160056675,IA-Sen-12,19,IA,0,1
