"GEOID","GEONAME","Line Number","Title","Estimate","Margin of Error","Percent Estimate","Percent Margin of Error"
620L800US10001,"State Representative District 1 (2022), Delaware",0,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,,,,
620L800US10001,"State Representative District 1 (2022), Delaware",0.5,,,,,
620L800US10001,"State Representative District 1 (2022), Delaware",0.8,HOUSEHOLDS BY TYPE,,,,
620L800US10001,"State Representative District 1 (2022), Delaware",1,Total households,"11,425",+/-730,"11,425",(X)
620L800US10001,"State Representative District 1 (2022), Delaware",2,Married-couple household,"2,500",+/-432,21.9,+/-3.7
620L800US10001,"State Representative District 1 (2022), Delaware",3,With children of the householder under 18 years,741,+/-242,6.5,+/-2.1
620L800US10001,"State Representative District 1 (2022), Delaware",4,Cohabiting couple household,601,+/-249,5.3,+/-2.2
620L800US10001,"State Representative District 1 (2022), Delaware",5,With children of the householder under 18 years,286,+/-225,2.5,+/-2.0
620L800US10001,"State Representative District 1 (2022), Delaware",6,"Male householder, no spouse/partner present","3,318",+/-621,29.0,+/-5.0
620L800US10001,"State Representative District 1 (2022), Delaware",7,With children of the householder under 18 years,161,+/-113,1.4,+/-1.0
620L800US10001,"State Representative District 1 (2022), Delaware",8,Householder living alone,"2,715",+/-607,23.8,+/-4.8
620L800US10001,"State Representative District 1 (2022), Delaware",9,65 years and over,454,+/-161,4.0,+/-1.5
620L800US10001,"State Representative District 1 (2022), Delaware",10,"Female householder, no spouse/partner present","5,006",+/-602,43.8,+/-4.2
620L800US10001,"State Representative District 1 (2022), Delaware",11,With children of the householder under 18 years,505,+/-234,4.4,+/-2.1
620L800US10001,"State Representative District 1 (2022), Delaware",12,Householder living alone,"3,454",+/-585,30.2,+/-4.3
620L800US10001,"State Representative District 1 (2022), Delaware",13,65 years and over,"1,139",+/-254,10.0,+/-2.3
620L800US10001,"State Representative District 1 (2022), Delaware",13.3,,,,,
620L800US10001,"State Representative District 1 (2022), Delaware",14,Households with one or more people under 18 years,"2,078",+/-403,18.2,+/-3.7
620L800US10001,"State Representative District 1 (2022), Delaware",15,Households with one or more people 65 years and over,"2,702",+/-374,23.6,+/-3.6
620L800US10001,"State Representative District 1 (2022), Delaware",15.3,,,,,
620L800US10001,"State Representative District 1 (2022), Delaware",16,Average household size,2.02,+/-0.13,(X),(X)
620L800US10001,"State Representative District 1 (2022), Delaware",17,Average family size,3.24,+/-0.21,(X),(X)
620L800US10001,"State Representative District 1 (2022), Delaware",17.3,,,,,
620L800US10001,"State Representative District 1 (2022), Delaware",17.5,RELATIONSHIP,,,,
620L800US10001,"State Representative District 1 (2022), Delaware",18,Population in households,"23,041","+/-1,824","23,041",(X)
620L800US10001,"State Representative District 1 (2022), Delaware",19,Householder,"11,425",+/-730,49.6,+/-3.3
620L800US10001,"State Representative District 1 (2022), Delaware",20,Spouse,"2,640",+/-478,11.5,+/-1.7
620L800US10001,"State Representative District 1 (2022), Delaware",21,Unmarried partner,635,+/-286,2.8,+/-1.2
620L800US10001,"State Representative District 1 (2022), Delaware",22,Child,"6,427","+/-1,144",27.9,+/-3.3
620L800US10001,"State Representative District 1 (2022), Delaware",23,Other relatives,"1,409",+/-342,6.1,+/-1.5
620L800US10001,"State Representative District 1 (2022), Delaware",24,Other nonrelatives,505,+/-229,2.2,+/-1.0
620L800US10001,"State Representative District 1 (2022), Delaware",24.3,,,,,
620L800US10001,"State Representative District 1 (2022), Delaware",24.5,MARITAL STATUS,,,,
620L800US10001,"State Representative District 1 (2022), Delaware",25,Males 15 years and over,"9,527",+/-958,"9,527",(X)
620L800US10001,"State Representative District 1 (2022), Delaware",26,Never married,"5,412",+/-799,56.8,+/-4.6
620L800US10001,"State Representative District 1 (2022), Delaware",27,"Now married, except separated","2,874",+/-452,30.2,+/-4.4
620L800US10001,"State Representative District 1 (2022), Delaware",28,Separated,42,+/-48,0.4,+/-0.5
620L800US10001,"State Representative District 1 (2022), Delaware",29,Widowed,163,+/-98,1.7,+/-1.1
620L800US10001,"State Representative District 1 (2022), Delaware",30,Divorced,"1,036",+/-262,10.9,+/-2.7
620L800US10001,"State Representative District 1 (2022), Delaware",30.3,,,,,
620L800US10001,"State Representative District 1 (2022), Delaware",31,Females 15 years and over,"10,059",+/-901,"10,059",(X)
620L800US10001,"State Representative District 1 (2022), Delaware",32,Never married,"4,730",+/-720,47.0,+/-5.1
620L800US10001,"State Representative District 1 (2022), Delaware",33,"Now married, except separated","2,660",+/-469,26.4,+/-4.2
620L800US10001,"State Representative District 1 (2022), Delaware",34,Separated,282,+/-203,2.8,+/-1.9
620L800US10001,"State Representative District 1 (2022), Delaware",35,Widowed,892,+/-241,8.9,+/-2.6
620L800US10001,"State Representative District 1 (2022), Delaware",36,Divorced,"1,495",+/-341,14.9,+/-3.0
620L800US10001,"State Representative District 1 (2022), Delaware",36.3,,,,,
620L800US10001,"State Representative District 1 (2022), Delaware",36.5,FERTILITY,,,,
620L800US10001,"State Representative District 1 (2022), Delaware",37,Number of women 15 to 50 years old who had a birth in the past 12 months,148,+/-149,148,(X)
620L800US10001,"State Representative District 1 (2022), Delaware",38,"Unmarried women (widowed, divorced, and never married)",109,+/-143,73.6,+/-34.1
620L800US10001,"State Representative District 1 (2022), Delaware",39,"Per 1,000 unmarried women",29,+/-37,(X),(X)
620L800US10001,"State Representative District 1 (2022), Delaware",40,"Per 1,000 women 15 to 50 years old",27,+/-27,(X),(X)
620L800US10001,"State Representative District 1 (2022), Delaware",41,"Per 1,000 women 15 to 19 years old",0,+/-68,(X),(X)
620L800US10001,"State Representative District 1 (2022), Delaware",42,"Per 1,000 women 20 to 34 years old",46,+/-54,(X),(X)
620L800US10001,"State Representative District 1 (2022), Delaware",43,"Per 1,000 women 35 to 50 years old",12,+/-15,(X),(X)
620L800US10001,"State Representative District 1 (2022), Delaware",43.3,,,,,
620L800US10001,"State Representative District 1 (2022), Delaware",43.5,GRANDPARENTS,,,,
620L800US10001,"State Representative District 1 (2022), Delaware",44,Number of grandparents living with own grandchildren under 18 years,381,+/-160,381,(X)
620L800US10001,"State Representative District 1 (2022), Delaware",45,Grandparents responsible for grandchildren,211,+/-117,55.4,+/-21.7
620L800US10001,"State Representative District 1 (2022), Delaware",45.9,Years responsible for grandchildren,,,,
620L800US10001,"State Representative District 1 (2022), Delaware",46,Less than 1 year,0,+/-24,0.0,+/-9.4
620L800US10001,"State Representative District 1 (2022), Delaware",47,1 or 2 years,77,+/-80,20.2,+/-18.2
620L800US10001,"State Representative District 1 (2022), Delaware",48,3 or 4 years,0,+/-24,0.0,+/-9.4
620L800US10001,"State Representative District 1 (2022), Delaware",49,5 or more years,134,+/-88,35.2,+/-20.3
620L800US10001,"State Representative District 1 (2022), Delaware",49.3,,,,,
620L800US10001,"State Representative District 1 (2022), Delaware",50,Number of grandparents responsible for own grandchildren under 18 years,211,+/-117,211,(X)
620L800US10001,"State Representative District 1 (2022), Delaware",51,Who are female,185,+/-102,87.7,+/-16.8
620L800US10001,"State Representative District 1 (2022), Delaware",52,Who are married,95,+/-95,45.0,+/-35.9
620L800US10001,"State Representative District 1 (2022), Delaware",52.3,,,,,
620L800US10001,"State Representative District 1 (2022), Delaware",52.5,SCHOOL ENROLLMENT,,,,
620L800US10001,"State Representative District 1 (2022), Delaware",53,Population 3 years and over enrolled in school,"4,998",+/-935,"4,998",(X)
620L800US10001,"State Representative District 1 (2022), Delaware",54,"Nursery school, preschool",437,+/-246,8.7,+/-4.9
620L800US10001,"State Representative District 1 (2022), Delaware",55,Kindergarten,190,+/-140,3.8,+/-2.6
